Site_ID,Technology,Vendor,Region,RRC_Success_Rate,ERAB_Drop_Rate,DL_Throughput,UL_Throughput,PRB_Utilization_DL,PRB_Utilization_UL,RSRP_Avg,RSRQ_Avg,SINR_Avg,CQI_Avg,Critical_Alarms_Count,Major_Alarms_Count,VSWR_Alarm,GPS_Sync_Alarm,Transmission_Alarm,CPU_Utilization,Memory_Usage,DL_User_Count,UL_User_Count,Cell_Health
SITE_376,3G,Nokia,UPE,70.0631153,1.665174359,67.49266578,41.28917752,54.92678058,79.07652605,-109.6590472,-18.38431591,18.00615888,6.004763449,0,4,1,1,0,42.00448693,42.48610339,175,43,0
SITE_377,4G,Nokia,Chennai,91.52716374,4.424821541,49.15141725,37.88958414,36.68838307,25.1863136,-74.85988932,-18.38578799,9.863765435,11.21196532,1,1,1,0,0,65.54412738,79.85274874,151,219,0
SITE_378,3G,Nokia,UPW,94.88762671,1.916421198,33.72384992,36.91010018,33.86019254,88.20816227,-65.30452633,-7.620882928,0.353665471,14.49521228,3,6,1,1,0,75.58571946,12.572998,274,222,0
SITE_379,4G,Nokia,UPE,71.21676213,2.467504961,14.52535689,43.93343144,48.8809503,37.84129166,-86.7524302,-14.48970204,23.22409867,3.179452979,2,9,1,0,1,65.01799725,81.66751124,153,207,0
SITE_380,4G,Ericsson,Mumbai,96.14793182,1.416523812,133.632301,36.41644543,99.91445483,27.71698824,-88.37116234,-3.383809889,12.85864849,4.183319359,0,8,0,1,1,85.98915685,62.16661463,32,110,0
SITE_381,5G,Ericsson,UPW,77.70082685,3.933847517,65.87806116,12.36022329,29.82946541,40.82845051,-74.16220822,-19.36500008,29.20987646,4.159725441,3,6,0,0,1,30.66431266,69.003055,153,5,0
SITE_382,5G,Huawei,Chennai,89.95876306,1.987240784,77.04985018,35.57257287,19.2894984,13.02378545,-119.6952712,-12.43318672,4.858777407,1.293048413,0,4,0,0,0,86.05550589,10.20859707,284,79,0
SITE_383,3G,Ericsson,UPE,94.01064637,2.568055233,137.956597,16.07743786,62.65316518,15.68500205,-64.93448144,-18.07668906,11.82345393,9.45761875,0,3,1,1,0,16.77771733,60.25915472,186,92,0
SITE_384,5G,Ericsson,Mumbai,89.87993539,1.26678585,117.5621192,12.86655787,53.96882198,40.22689399,-108.153071,-14.02655757,10.67984091,10.38984304,3,3,1,1,1,64.35772871,57.0788931,170,206,0
SITE_385,3G,Huawei,UPW,72.76854376,4.938297962,23.9226833,4.577176052,57.1776644,69.80778436,-60.95286697,-3.03021834,-0.772716715,9.435362462,1,9,0,1,0,54.28675862,52.97644451,21,146,0
SITE_386,4G,Ericsson,Mumbai,87.88964557,1.457478705,86.9858953,37.45740044,70.02418758,81.52654036,-75.82476312,-4.8896773,9.914034759,1.998521852,3,7,0,1,0,49.51723464,72.86934854,154,210,1
SITE_387,4G,Ericsson,Chennai,86.4875097,3.853712655,69.1265801,35.83904714,34.04296629,61.50952921,-73.54493114,-19.17848505,5.064370975,1.96922176,3,9,0,1,0,32.9820826,54.46968771,49,203,0
SITE_388,5G,Huawei,Mumbai,97.00963804,2.137478252,120.5956055,12.49047441,91.95984958,13.9436622,-80.62782118,-10.42465065,0.611216498,3.945411763,1,9,1,0,1,50.33594708,78.56777516,193,155,0
SITE_389,3G,Huawei,Delhi,82.12719189,1.031087025,110.0137194,37.71957182,49.21048595,62.12167979,-91.70020903,-8.987020818,4.875445441,5.06412322,2,9,0,1,0,19.55960207,28.61051891,143,175,1
SITE_390,3G,Huawei,UPW,79.63243291,3.99859382,105.1088297,45.97420327,21.61775756,59.01137326,-85.7023384,-16.43791139,3.163809194,12.01161118,3,9,0,1,0,38.23888498,74.47860712,65,154,0
SITE_391,4G,Nokia,Mumbai,92.49552293,1.668033945,54.37900114,6.293418917,76.80688811,73.48993305,-117.2158268,-17.53320525,20.69257359,3.23146372,0,9,0,1,1,13.88128257,24.34502183,298,64,0
SITE_392,4G,Nokia,Chennai,82.38025978,4.325966737,121.7197409,12.39919528,67.87939174,75.14613667,-82.56242943,-4.625520711,-3.922868761,1.61729103,3,0,1,1,0,56.46619398,75.04942336,37,232,0
SITE_393,5G,Huawei,Chennai,89.38288525,4.576285925,12.59673786,37.76277891,38.41690622,78.79726144,-82.43411388,-3.530120495,16.61119618,6.515825108,3,4,0,0,1,13.61910976,85.23708151,116,159,1
SITE_394,4G,Huawei,Mumbai,89.3935027,4.299119177,28.14561071,14.450827,65.93668516,40.20117874,-66.52795216,-3.137821426,21.62314697,6.829490382,0,1,0,0,0,19.43101795,36.85553138,295,188,1
SITE_395,3G,Huawei,Chennai,96.64117193,0.175039574,53.66537458,31.60853474,29.78757607,64.3184736,-89.66061855,-6.574049847,11.82532098,7.312702735,1,8,1,0,1,12.69201213,52.39090512,41,134,0
SITE_396,3G,Nokia,UPE,87.96077207,3.936866725,16.13707896,4.977046999,50.03554234,27.80128051,-115.3713376,-8.72046482,27.6047743,12.57664962,2,6,1,0,1,39.3179576,62.66632183,104,171,0
SITE_397,4G,Nokia,UPE,85.0646083,2.056697332,39.07417024,23.15792148,90.947127,89.9435838,-101.6282448,-14.12258571,19.77582433,2.372075808,2,9,1,0,0,80.7762609,16.35773327,27,183,0
SITE_398,5G,Ericsson,UPE,74.16613979,4.368614601,125.3718925,37.21547968,22.01808098,19.90341052,-80.66223527,-17.08622869,21.1773278,10.85518915,0,7,1,1,0,86.62067525,49.52645746,222,114,1
SITE_399,5G,Ericsson,Delhi,73.4721282,3.189771313,142.496473,34.63918321,44.8026805,5.859726691,-105.6444682,-18.65732981,1.89267206,5.731237995,1,5,1,0,1,11.47005091,38.84679813,93,23,0
SITE_400,4G,Huawei,Mumbai,74.62964696,4.168215671,49.16734159,40.93853293,83.90281822,17.64874073,-103.1683307,-8.213943035,22.20534515,5.33972191,3,8,0,0,0,62.10951268,79.7964505,213,66,1
SITE_401,3G,Nokia,Delhi,75.15545444,2.497158849,43.35479158,43.9951542,97.25418095,70.94914461,-70.77185902,-6.659701942,24.12331576,14.05560377,3,5,0,1,1,66.59468821,80.1343615,275,75,0
SITE_402,5G,Nokia,Chennai,89.13631278,2.675127523,45.58443458,38.88599156,50.85335228,42.9766125,-84.94081609,-5.950287908,7.644323594,4.478559342,3,6,1,1,0,53.03929482,66.06236316,241,208,0
SITE_403,3G,Nokia,Delhi,92.22943751,0.721938161,45.26926767,33.9077994,55.62996581,43.03752106,-89.48835409,-4.465994944,2.467707381,9.995445695,3,6,1,0,0,65.02863753,62.45795797,213,199,1
SITE_404,4G,Huawei,Chennai,85.89974569,3.919936793,10.20987642,2.554402099,61.49547656,86.17694817,-100.892882,-5.041197418,8.476773772,4.851788603,3,8,1,0,0,26.03216439,68.69507674,282,195,1
SITE_405,3G,Ericsson,Chennai,94.87053198,2.096948058,139.4028702,27.213367,93.91133275,83.16896718,-76.14431784,-3.004398372,20.88627892,8.100014357,0,7,1,1,0,49.06797906,39.27895208,210,115,0
SITE_406,4G,Huawei,UPW,99.7378968,2.500400591,35.98623053,2.847188521,87.23861119,31.45155271,-102.7368939,-15.85091181,9.617365205,12.0081005,3,0,0,0,1,40.17882641,42.36153974,82,137,0
SITE_407,4G,Ericsson,UPE,94.60037887,3.92548857,65.90059074,40.59532304,25.35410122,22.76994095,-75.77618894,-7.023770541,20.78281563,13.34411533,3,3,0,1,1,13.07371563,54.29637783,102,76,0
SITE_408,3G,Ericsson,Chennai,90.84647121,2.994227,6.404597997,16.7155017,49.30820361,77.12098784,-115.7939112,-10.03018829,-1.025241066,12.74176136,1,6,1,1,0,61.30007958,85.04225019,98,82,0
SITE_409,4G,Huawei,UPW,85.97478098,1.005493637,129.4034882,28.55903933,51.76003854,82.01162104,-68.12751951,-15.55883275,23.21040987,9.150530306,3,7,1,0,0,49.56936734,67.91998993,84,193,0
SITE_410,4G,Ericsson,UPE,83.46559215,2.951163296,111.0178149,14.69282006,81.01865005,51.03573844,-90.0260122,-3.307609521,3.862261857,4.483428415,2,6,1,0,0,29.76566242,54.07913956,42,104,0
SITE_411,3G,Ericsson,Chennai,72.53177142,2.03816429,142.2796251,39.34250707,64.26035943,58.50101544,-93.689519,-4.735732219,3.71251457,10.25726737,0,2,1,0,0,47.63167344,71.63304119,232,75,0
SITE_412,3G,Nokia,Chennai,81.98106245,2.34762771,118.3342445,44.43862381,68.87984158,26.8377142,-83.33859531,-17.81523364,15.66333378,10.93867064,0,3,0,1,0,74.77682166,39.67122498,138,11,0
SITE_413,5G,Ericsson,Delhi,97.3040391,0.141556372,50.48744425,20.53348222,99.83799169,73.06822848,-82.54847563,-19.55530818,-2.545868399,1.149687862,0,6,1,1,1,77.14919865,68.43733609,200,54,0
SITE_414,5G,Huawei,Delhi,94.2406789,1.050146748,40.94163702,43.28319728,16.74640391,58.73040642,-112.0778894,-8.29837704,-4.079579566,7.148947153,2,7,1,0,1,63.45735159,42.85409986,286,50,0
SITE_415,4G,Huawei,UPE,76.48154095,1.405190407,106.1688646,14.08667537,30.07088412,47.79864846,-74.62598461,-9.729779309,4.136003285,12.8056686,3,6,0,0,0,47.09730501,32.37291256,105,228,0
SITE_416,4G,Ericsson,Chennai,83.99823354,3.564800039,57.79635238,27.19838523,46.71063436,10.10922727,-103.4443021,-4.09113439,13.83236428,7.854226347,0,5,1,0,1,56.81746753,58.7779238,79,76,1
SITE_417,4G,Nokia,Mumbai,94.50169608,0.057462366,87.10117728,43.07931006,41.30041627,82.85447181,-65.70228719,-16.02191012,26.76657352,5.35925619,2,8,0,1,1,39.65138342,64.95020477,298,80,0
SITE_418,5G,Nokia,Delhi,72.02153664,2.043886306,5.907333299,16.96818579,11.94810052,57.31337073,-70.9289602,-18.56540489,24.62523117,13.20516879,1,8,1,1,0,16.39007087,46.74348489,212,78,0
SITE_419,5G,Ericsson,UPE,81.62177757,4.620134352,13.97342674,47.74807099,18.25998458,21.37874305,-99.22403751,-15.59333933,12.1656261,3.182329765,3,6,1,1,1,39.70585376,55.24005851,87,146,0
SITE_420,5G,Ericsson,Chennai,95.55523711,0.559403083,82.62835147,6.972095587,71.28579623,56.54281994,-71.53564241,-19.67823011,-3.703180221,3.890233254,2,7,0,0,1,52.72994805,65.52528599,147,77,0
SITE_421,5G,Huawei,Chennai,82.11693593,2.582121941,87.08038873,1.895478416,89.1392017,62.58438511,-98.61657004,-19.38982323,13.73384571,10.62321314,3,5,1,1,1,58.89506132,71.41680412,60,106,0
SITE_422,4G,Ericsson,Mumbai,72.32843934,3.932611912,113.9606769,45.30263228,56.28043101,49.69047862,-113.9431391,-4.447417299,19.667846,5.934103181,1,0,0,1,1,89.22208784,81.64571833,291,98,0
SITE_423,4G,Nokia,UPE,86.27603106,4.712656538,24.13497135,4.363784641,58.52719716,66.03864773,-62.28670568,-14.0157181,6.870758638,10.9822357,2,0,0,0,0,74.96001005,38.3635365,215,73,0
SITE_424,4G,Ericsson,Chennai,95.85227485,3.733883198,79.41154714,49.6025706,32.95840895,54.42358557,-80.84387909,-13.01624698,-1.112784385,3.207850698,3,5,0,1,1,18.67933053,86.11818023,183,69,1
SITE_425,5G,Huawei,Delhi,87.70856629,3.602827743,33.19490844,47.61844624,79.10887273,85.56041447,-92.6340284,-19.68768187,4.749878362,4.531767254,2,1,1,0,1,20.6763986,60.98238481,62,197,1
SITE_426,4G,Huawei,Mumbai,76.78837325,4.132440451,18.51343734,7.714024592,77.66151286,9.564251681,-96.13359891,-15.40112974,22.00561026,3.193063297,0,7,1,1,1,14.04452833,73.01615062,77,189,0
SITE_427,3G,Huawei,UPE,81.5271886,2.231006105,64.52189014,27.34164666,62.95291203,14.03088522,-100.5176799,-6.319658276,7.29353413,14.34074439,3,0,0,0,0,71.43635545,65.98152348,219,66,0
SITE_428,4G,Huawei,Mumbai,83.50370084,4.029222663,28.68381397,10.06109458,29.13978579,19.76208914,-61.11314427,-9.536653686,23.41935217,6.675655452,2,1,1,0,1,68.55100506,26.44573803,270,24,0
SITE_429,4G,Huawei,Delhi,87.37799061,0.039822024,37.15838684,21.97960348,18.73163964,63.664541,-111.9151641,-7.185729782,6.183250813,5.721078739,0,7,1,1,1,93.77266115,15.71507064,77,245,0
SITE_430,4G,Ericsson,UPE,92.78053077,4.622805277,51.04541408,4.009831334,15.78147183,59.87564918,-101.1116965,-12.39736641,0.724426344,1.198830186,1,5,1,0,1,51.98210759,68.10291712,275,207,0
SITE_431,5G,Ericsson,Mumbai,72.96620853,2.216532548,42.61131811,11.9723048,63.342646,80.82500312,-90.87014158,-14.73460323,10.25469258,3.147846112,3,9,0,1,0,79.3773436,50.88421342,238,158,0
SITE_432,5G,Ericsson,UPW,96.68956099,2.766900939,17.70073812,18.80036702,84.25317872,67.2945835,-91.3200273,-11.79222841,10.82960793,6.895901987,3,1,0,0,0,56.87958728,66.17706947,23,48,0
SITE_433,4G,Ericsson,Delhi,70.36929109,1.274411245,18.0378555,22.49372751,87.24973886,48.21021644,-91.71801094,-14.50779184,-4.436212351,1.959039096,1,1,1,0,0,83.66780413,48.14742431,117,199,1
SITE_434,4G,Huawei,Delhi,81.10157004,3.712654164,33.02116521,48.89731665,51.72598669,89.30570236,-109.4529711,-5.737491357,-0.903422455,8.150350613,0,6,0,0,0,69.89189354,34.97876163,67,202,0
SITE_435,5G,Nokia,Delhi,70.8226093,0.383179032,12.33108225,40.58541664,80.58441694,27.61917627,-111.3040484,-14.93954683,1.472410657,7.370216139,1,4,1,1,0,62.85956135,32.80143274,188,66,0
SITE_436,4G,Ericsson,UPW,81.78922676,4.363179013,95.83626785,37.13308727,95.21921767,75.82129108,-104.7139448,-8.784018112,-1.024443892,11.74035396,3,4,1,0,1,55.86104039,68.44257047,281,111,1
SITE_437,3G,Nokia,UPW,85.77437797,4.140584145,46.66237389,27.31502442,34.76531012,41.27718164,-65.12843077,-17.67130222,6.95341264,10.23723782,2,7,1,0,0,70.0673472,32.14240652,166,129,0
SITE_438,5G,Ericsson,Chennai,85.3504416,1.080300581,45.56316533,42.15989027,45.81643117,60.1424868,-113.2168219,-8.323269607,28.76179995,7.243262274,0,6,0,1,1,42.76884584,67.17414967,247,49,0
SITE_439,4G,Ericsson,Mumbai,74.96885041,4.046621991,53.13975266,17.62681895,93.83310933,66.81781999,-74.5544938,-4.473904903,12.82278884,4.145249801,0,8,0,0,0,13.69189226,40.71681011,149,15,0
SITE_440,4G,Nokia,Chennai,89.3722153,3.931788665,101.1054598,35.73605653,40.44078706,58.86909741,-74.54709641,-9.654086371,16.96446084,11.17608992,0,3,1,0,0,8.598751592,71.67187235,150,204,0
SITE_441,3G,Huawei,Mumbai,71.34335352,3.161082989,131.2419128,49.69541479,92.24886613,16.94312076,-71.41377577,-10.48245854,7.473526748,10.91006945,1,9,0,0,0,48.11213584,21.42479406,85,225,0
SITE_442,4G,Ericsson,UPW,92.8572046,1.867600884,115.0676052,16.41681654,98.2940376,42.65083591,-66.80307066,-3.660989444,6.322071658,3.146146247,1,3,1,0,1,58.9362424,26.39839546,47,206,0
SITE_443,4G,Ericsson,UPW,98.39933302,1.357493771,110.4917384,34.02685921,69.56296557,52.72226212,-104.2178293,-9.33425856,-4.189862983,13.80652564,2,1,0,1,1,12.09641275,64.87292846,297,166,0
SITE_444,3G,Ericsson,Chennai,80.19306481,1.158917951,75.23672191,42.37142834,83.52012606,77.16871953,-106.5264318,-15.58764263,12.51167795,1.901671624,2,2,0,0,1,30.8213194,54.81848962,180,92,0
SITE_445,3G,Nokia,UPE,85.51718145,1.593044814,105.6018058,45.87457158,77.45910078,42.70988865,-92.06966001,-15.02935259,11.92631524,1.770527924,0,0,0,0,0,33.98289854,26.31026741,73,50,1
SITE_446,3G,Huawei,Chennai,81.36730834,4.517792217,85.15054336,36.17870186,72.95808319,83.09352091,-104.0946499,-8.009787077,0.524075416,3.622905847,2,0,1,1,0,55.65159817,82.22616094,60,116,0
SITE_447,5G,Nokia,Mumbai,70.20131171,0.38820388,36.35632659,14.89678825,37.62379657,42.43180896,-75.94140066,-7.497577904,21.75134001,13.73245117,1,6,1,0,0,30.06342104,32.07553179,123,85,0
SITE_448,4G,Nokia,Chennai,81.57623509,4.144356381,35.24531332,16.98782543,15.13849041,51.64628804,-81.8436254,-14.84056406,12.24360156,8.279973737,2,4,1,0,0,13.60837396,43.68571186,208,36,1
SITE_449,4G,Huawei,Delhi,93.75160778,1.744450375,47.976841,2.017143574,40.87465593,72.68428305,-67.50073872,-14.12915238,6.864788956,12.03117289,1,2,0,1,0,19.83710669,26.18303535,59,207,0
SITE_450,5G,Nokia,Mumbai,87.87966527,2.60799698,137.0663873,38.28341291,70.02423867,54.56075318,-115.0357018,-3.152039351,0.141811816,4.189804633,2,6,1,1,0,20.65530214,41.04220947,42,102,0
SITE_451,5G,Huawei,Mumbai,73.03779744,3.972428168,84.37515186,3.094240697,19.22762784,86.61853615,-65.095,-18.26680666,14.32562894,7.863107645,3,1,1,1,1,80.84254498,49.33174001,247,220,0
SITE_452,4G,Ericsson,UPE,95.41418469,4.421882735,111.4162797,43.36796538,11.07261847,61.12854559,-102.3990824,-13.12103452,21.34859591,6.016052491,1,2,1,1,1,30.58877183,33.61976436,205,9,0
SITE_453,3G,Huawei,UPW,85.93256035,1.7239071,55.25102017,6.814370109,22.57231353,49.4303036,-90.55833924,-18.93839197,4.869977344,12.5896005,3,0,1,0,0,69.32225605,71.52749386,240,195,0
SITE_454,4G,Ericsson,Mumbai,95.25170085,2.309217406,64.11878675,9.421949095,74.41623338,7.005317261,-93.68331384,-6.041667846,2.657802305,1.316462151,1,7,0,1,1,56.10548717,41.51463829,19,33,0
SITE_455,4G,Nokia,UPW,87.40664556,2.072580324,23.2070089,24.34979707,97.55143315,40.16729629,-74.38130093,-18.43012074,13.26772374,4.41379822,2,1,0,0,1,92.93348783,68.3608,148,52,1
SITE_456,4G,Nokia,Chennai,86.79065335,0.066255168,29.83776888,37.15614034,98.47582297,30.43611564,-94.78000143,-8.54187494,0.437015588,3.13603914,3,6,1,1,1,29.5540402,26.56577403,81,244,0
SITE_457,4G,Ericsson,Delhi,73.15777556,1.479714444,124.9667004,7.811108055,54.45812342,68.58898177,-63.38681126,-19.03978179,18.33146853,13.02864654,2,8,0,0,0,19.25357185,40.16283974,267,230,0
SITE_458,4G,Nokia,UPE,75.02079199,2.295946169,89.80160159,22.56348268,88.24170709,22.70360239,-65.84796704,-8.561464357,16.18702698,7.545613896,1,5,0,1,0,9.683405393,10.64466311,189,20,0
SITE_459,4G,Huawei,UPW,99.16075769,2.055468044,53.94220755,24.65971245,76.31438102,22.44370742,-67.67033088,-5.668371902,-1.952128264,6.659080615,3,1,0,1,0,26.68636961,70.69100671,59,157,0
SITE_460,4G,Ericsson,Mumbai,76.8546024,3.609646138,121.4134253,11.40199644,55.09362133,21.10911868,-115.7245,-13.22003404,-3.721786722,7.292758669,0,1,0,0,0,66.56637978,60.07093155,8,233,0
SITE_461,5G,Nokia,UPW,99.32356354,1.924018086,40.74538632,6.662360457,61.54844797,15.67732712,-68.74451631,-11.12384961,16.71010284,14.60694371,2,8,0,1,1,12.67324022,75.42586599,44,76,0
SITE_462,5G,Ericsson,Mumbai,85.9573812,2.446882245,146.5247413,41.98462523,22.3504432,31.43559531,-73.10187327,-13.17379045,5.30028209,12.90374352,1,9,1,1,0,27.02316606,46.44886305,234,33,0
SITE_463,5G,Huawei,UPW,74.07367141,2.148042961,54.99855312,25.62081684,94.38953146,80.30337973,-113.7892232,-14.8916911,-1.974398639,10.88916281,3,7,0,1,0,81.97775314,73.9792515,290,184,0
SITE_464,3G,Huawei,Mumbai,72.97906608,3.703130744,53.91008835,1.704680563,41.67367937,70.86892015,-113.5551405,-6.344522189,21.58000467,5.066705429,2,8,1,0,0,57.46576544,61.80660354,142,50,1
SITE_465,4G,Nokia,Chennai,76.26592212,4.314861995,50.2272263,40.34608376,50.15343308,67.49635339,-113.9301713,-15.37595625,5.991540106,3.312421993,3,3,1,1,1,11.25693862,10.2890346,107,157,1
SITE_466,4G,Huawei,Mumbai,97.7691199,2.659445395,22.70616981,49.05889647,70.44942079,72.77362848,-119.3200444,-7.709961785,11.08598424,13.90007081,2,3,1,1,1,9.291482982,30.29554361,11,238,0
SITE_467,3G,Ericsson,Mumbai,82.42450673,3.947160971,21.11488636,30.69038358,40.05122244,27.90052059,-87.08194169,-16.49464965,3.288452461,6.923057319,2,1,0,0,1,10.50105878,49.51130818,168,27,1
SITE_468,4G,Huawei,Delhi,81.86302804,1.48393341,98.97523001,25.68171097,32.88332449,80.43254371,-61.59634251,-15.75248547,16.95609774,4.902581193,2,9,0,0,1,89.76875451,59.49498798,280,166,0
SITE_469,3G,Ericsson,Mumbai,79.39618783,2.706848051,131.8921165,44.04237729,66.79444539,16.67078689,-93.67891783,-14.28016024,5.552094537,7.59289157,3,0,0,1,1,81.48842857,15.24726917,53,199,1
SITE_470,4G,Ericsson,Delhi,74.41185552,1.726149768,119.625474,47.67332269,12.24856741,33.58938677,-87.55454989,-9.984341584,28.88073364,13.84986392,3,9,0,0,0,81.04460378,66.40639425,100,98,0
SITE_471,3G,Huawei,UPE,84.63553592,2.071004628,25.46060113,37.97230888,74.86526008,54.87359011,-61.92181219,-12.27482057,19.6031642,6.418942387,2,3,1,0,1,88.1795086,53.48288781,63,118,0
SITE_472,4G,Nokia,Delhi,73.90143348,3.662069324,84.10940766,22.82719356,56.26210329,13.74693251,-104.6890663,-7.332538233,-0.214720327,8.876973961,0,9,1,0,1,50.47298512,52.06234455,235,249,1
SITE_473,3G,Huawei,Chennai,95.06440709,4.408312412,20.31077417,30.01884857,64.51783575,67.06106596,-68.49178484,-16.36935589,9.584319389,12.24152822,0,9,1,1,0,27.2610204,33.36364465,181,38,0
SITE_474,5G,Ericsson,Delhi,81.11190959,0.607476955,11.56772332,35.34583289,66.86921433,37.9159141,-87.21657197,-19.81857111,8.489738491,6.979855435,0,7,0,1,0,41.12132038,57.58584796,94,164,1
SITE_475,3G,Ericsson,UPE,81.24410703,3.173196282,100.1759496,10.51940498,57.43451408,71.67448158,-85.83140912,-6.79852298,13.69864888,4.269585227,1,1,1,0,0,69.69776656,12.19943117,286,121,0
SITE_476,4G,Huawei,Chennai,84.22019285,2.910719038,82.59708838,22.91285058,62.42803997,46.89618427,-99.40956857,-6.031961324,24.46757361,14.92336048,0,7,1,1,1,83.84295844,15.17602644,40,33,0
SITE_477,5G,Nokia,UPW,83.32383139,0.592075196,16.89343436,41.66124197,71.54093808,20.37433458,-86.30493834,-18.98883723,15.41977053,14.391992,3,0,1,0,0,44.1581834,68.70960698,175,13,0
SITE_478,3G,Nokia,UPW,99.84573919,1.059471652,10.06619073,33.08154208,77.78069625,67.45475397,-115.6114494,-9.614572123,-2.845516284,12.80870837,0,0,0,1,1,53.18428598,35.7513074,130,198,1
SITE_479,5G,Ericsson,Delhi,86.36143364,1.555012474,148.5146799,21.14899929,75.47071522,26.43223625,-74.12138564,-13.57048467,17.93954939,10.63723431,3,3,1,0,0,88.86046939,37.75736605,208,189,0
SITE_480,5G,Ericsson,Delhi,72.64605111,0.834655354,9.353093162,33.50476417,88.2654812,46.71887561,-102.9187343,-6.503773862,-4.710714572,5.128118793,1,6,1,1,1,14.67487734,26.67081626,293,43,0
SITE_481,5G,Nokia,UPE,88.20632025,1.218647413,69.45659669,6.792898192,27.04990899,11.42032788,-66.74350023,-5.134952579,22.29861612,13.78778113,3,8,0,0,1,82.60692953,45.64965537,101,139,1
SITE_482,4G,Huawei,UPE,74.54752879,1.338003994,78.16975857,20.67338292,46.10331725,57.51866563,-97.92895832,-5.532935964,18.33226253,4.857793382,3,4,1,1,1,19.3376734,14.15947451,242,114,1
SITE_483,5G,Ericsson,Mumbai,70.92812934,1.678369165,22.00562143,39.86329836,95.30164594,61.59791013,-111.4305534,-6.787527795,5.807498042,12.21133293,3,1,0,1,1,48.54752153,34.02905789,177,73,1
SITE_484,5G,Ericsson,UPE,99.12226461,3.746952264,29.51395787,11.80493057,45.69315169,37.18730785,-78.24710554,-15.42611211,5.235463161,13.85561435,0,6,1,0,0,24.65808158,52.16991374,92,140,0
SITE_485,3G,Nokia,Mumbai,93.20616675,2.859561019,56.01172593,10.11211387,21.23830692,86.12593633,-110.1253113,-6.197876059,22.93955488,9.442053766,2,1,0,1,0,59.26528676,47.25055372,21,100,1
SITE_486,4G,Huawei,Chennai,99.40326977,4.93123336,115.4430021,47.59011434,57.29006137,79.30435833,-74.77916907,-10.93086591,22.41678422,12.24278705,3,8,0,1,1,55.27160795,89.97357145,144,123,1
SITE_487,4G,Nokia,Delhi,84.33635344,2.073679135,78.52695149,11.28498385,19.85418753,65.17497784,-61.91326582,-19.10313755,7.330582403,12.08373139,0,8,0,1,0,39.20066278,41.10117217,258,122,1
SITE_488,3G,Huawei,Chennai,85.96772593,3.769325369,97.49577181,13.7850104,28.25679149,65.66042633,-73.22682787,-12.23203955,5.463170483,3.704208516,0,2,1,1,1,82.69731634,40.95992474,282,22,0
SITE_489,3G,Huawei,UPE,75.05010868,4.357342107,147.8503105,48.51118101,99.84868809,26.45414577,-118.6530451,-3.98331541,14.59386761,10.35094263,0,7,1,1,0,64.38319883,50.28654219,155,106,0
SITE_490,4G,Huawei,Chennai,77.4072228,3.394892465,116.3607881,37.00071994,58.72263746,60.82929464,-84.00685272,-4.906391054,-4.707201901,2.308551117,2,3,0,1,0,69.90846125,25.22424882,144,114,0
SITE_491,5G,Ericsson,Chennai,95.15647645,2.059323702,67.98241723,35.28023012,35.56525501,21.84753255,-78.27535974,-18.26150722,-2.10665367,8.109902004,2,2,0,1,1,18.55937644,80.10435384,118,86,0
SITE_492,4G,Nokia,Chennai,80.68556941,3.767973154,69.73407866,42.79339281,99.52974591,17.24027403,-70.47250045,-7.349846343,-0.584064345,3.271297674,2,0,0,1,1,84.48491102,55.78142311,72,181,0
SITE_493,4G,Nokia,UPE,94.80444921,1.018335689,94.72195117,6.67533103,96.99030267,89.95477101,-116.6398615,-6.301521279,1.489413624,6.828892983,2,4,0,0,0,20.03361473,25.36861114,183,109,0
SITE_494,4G,Huawei,Chennai,91.27041173,1.637760826,101.4779552,35.59185559,49.6665137,57.90195418,-91.19353032,-15.3864008,12.92063443,12.66174905,1,3,0,1,1,25.05064678,73.47532731,129,241,0
SITE_495,4G,Ericsson,Mumbai,75.31512776,2.733426275,77.60308425,25.68074186,33.43627979,41.63396918,-87.87774764,-11.9826543,29.72846702,14.82034975,2,0,0,0,0,16.52496246,12.74657369,237,20,0
SITE_496,5G,Ericsson,UPE,85.22339098,2.877046936,98.50487731,41.62838137,85.45596743,29.49398445,-109.8525082,-7.913204995,17.84146906,5.451437643,2,9,0,1,0,44.63232872,88.60513605,151,25,0
SITE_497,4G,Nokia,Chennai,90.32161965,0.110707377,8.41221169,25.89894421,74.40586453,56.33323771,-100.6530114,-12.53629469,-2.854542194,8.447379783,2,7,0,0,0,84.89383086,79.21194678,115,142,0
SITE_498,3G,Ericsson,UPE,77.05111644,4.725570944,67.29531527,31.39182636,71.82472915,9.215448199,-93.58669642,-18.08245238,13.39527809,8.158172341,3,7,0,1,1,27.72027676,56.37115644,242,110,1
SITE_499,3G,Ericsson,UPW,94.92065532,3.483136356,45.44602103,24.40936419,90.38023672,13.04788419,-70.00741872,-7.99999844,12.38258243,14.36162114,3,7,0,0,1,38.63780784,18.90365302,7,136,0
SITE_500,5G,Huawei,Mumbai,86.34482973,2.478518751,23.73029456,24.42978725,72.04754205,7.792819308,-64.23554604,-4.502142274,0.045873554,7.700172254,2,2,0,0,0,81.14597781,27.22182186,215,48,0
SITE_501,5G,Ericsson,Chennai,74.95726151,4.665636172,19.43424436,38.63052893,35.54181487,47.42943583,-82.29463026,-8.907759617,27.20953291,10.78748688,1,5,0,1,1,60.60337518,32.35481363,29,127,0
